Age,Weight (kg),Height (m),Max_BPM,Avg_BPM,Resting_BPM,Session_Duration (hours),Calories_Burned,Fat_Percentage,Water_Intake (liters),Workout_Frequency (days/week),BMI,Gender_Male,Workout_Type_HIIT,Workout_Type_Strength,Workout_Type_Yoga,Experience_Level
46,-0.7557947090258663,-1.5426618684204774,196,140,62,1.70155179581396,1153.0,18.4,2.7,4,24.78,False,False,False,False,3
20,-0.11151616309727055,-0.2601583990426075,167,163,52,0.06206845282438392,1043.0,33.4,2.3,3,24.96,False,False,True,False,2
37,-1.1869284728427463,0.14062393513797736,193,138,52,-0.4446809440996667,842.0,22.3,2.6,3,16.22,True,False,False,True,2
53,0.2275778084440957,-0.5807842663870754,164,126,50,-0.0571666993930399,703.0,33.7,1.6,3,28.76,False,True,False,False,1
36,-0.7897041061800031,-0.6609407332231924,164,157,70,-0.3850633679909554,887.0,25.3,1.8,4,21.3,False,False,True,False,2
43,-0.16964655821864777,-0.9014101337315416,190,127,69,0.06206845282438392,732.0,34.1,2.4,2,18.67,False,False,False,False,1
20,0.1355380161685824,-0.8212536668954246,168,132,51,0.27072996920487563,980.0,21.2,2.6,4,29.11,True,False,False,False,2
36,1.7728774787540365,0.3810933356463283,191,156,74,-0.20621063966481967,1021.0,26.5,3.4,2,35.18,True,True,False,False,1
37,-0.034008969602100717,0.3009368688102113,192,121,52,-0.14659306355610777,732.0,27.5,1.9,3,23.53,False,False,True,False,2
49,0.41165739299512294,1.102501537171381,162,160,64,1.820786948031384,1481.0,14.2,3.5,4,23.73,True,False,True,False,3
24,-0.7121969126848335,0.3009368688102113,189,130,73,-1.8755027707087515,410.0,30.1,1.7,3,19.01,False,True,False,False,1
58,0.41650159258857145,1.182658004007498,171,143,55,0.926523306400706,1111.0,10.7,3.5,4,23.51,True,True,False,False,3
50,1.1189105336385443,-0.01968899853425658,188,125,62,0.5986266378027905,903.0,25.7,2.7,3,32.69,True,False,True,False,2
57,0.3777479958409869,1.102501537171381,162,145,70,1.6121254316508924,1292.0,12.0,3.5,5,23.53,True,False,False,False,3
56,1.656616688511282,0.060467468301860394,185,126,50,-0.5042985202083786,680.0,26.6,2.8,3,36.02,True,False,False,True,2
35,-0.3779471407369155,-0.8212536668954246,189,158,69,-0.7725776126975822,790.0,33.8,1.5,4,25.07,False,False,False,False,2
57,-0.24715375171381693,-1.3021924679121264,168,138,68,0.5688178497484345,900.0,29.1,1.6,4,28.15,False,True,False,False,2
18,-0.4699869330124291,-1.0617230674037754,185,125,50,1.820786948031384,1169.0,16.4,2.7,4,25.28,False,False,True,False,3
28,0.1306938165751339,-0.8212536668954246,161,162,70,-0.29563700382788755,1034.0,20.1,2.3,3,29.07,True,False,True,False,2
45,-1.4097616541413585,-0.5807842663870754,162,148,71,0.5390090616940786,959.0,30.7,1.6,3,16.35,False,False,False,True,1
42,-1.1094212793475766,0.22078040197409435,163,162,51,0.09187724087873987,940.0,29.0,1.9,3,16.56,False,False,True,False,2
40,-0.8962764972358608,-0.9014101337315416,184,158,64,0.866905730291994,1224.0,16.9,2.7,4,21.26,False,False,False,True,3
48,0.004744627145483862,-0.9014101337315416,172,121,63,0.30053875725923157,815.0,21.8,3.6,4,28.43,True,False,False,False,2
47,-0.8720554992686204,0.3810933356463283,198,138,68,-0.17640185161046373,820.0,24.3,2.9,4,17.75,True,False,False,False,2
59,0.6441789734806318,0.3009368688102113,194,123,60,-0.3850633679909554,688.0,29.8,3.1,3,28.05,True,False,True,False,2
52,-0.6443781183765603,-0.3403148658787245,182,125,64,1.0159496705637738,900.0,16.5,2.7,4,21.36,False,False,True,False,3
24,-1.60837383747273,-0.6609407332231924,168,168,55,-0.8023864007519381,832.0,31.0,1.9,2,15.02,False,True,False,False,1
33,0.23726620763099202,-0.5006277995509585,161,156,69,0.09187724087873987,1006.0,32.8,1.9,4,28.49,False,True,False,False,2
43,1.4047183096519813,-0.01968899853425658,190,147,58,-1.309135797675989,597.0,27.5,2.0,2,34.68,True,False,True,False,1
19,1.8019426763147248,1.503283871351964,161,149,54,0.1514948169874518,1074.0,23.3,2.9,2,30.37,True,False,True,False,1
18,-0.16964655821864777,0.5414062693185623,191,126,69,-0.4446809440996667,699.0,31.1,2.1,2,19.01,False,False,False,False,1
29,-0.8672112996751722,-0.9014101337315416,177,128,51,0.4495826975310107,993.0,28.7,2.3,3,21.49,True,False,True,False,1
22,1.7874100775343806,1.583440338188081,172,144,55,-0.29563700382788755,919.0,20.2,3.3,3,29.98,True,True,False,False,2
54,-0.8914322976424127,-0.09984546537037356,164,152,67,0.032259664770027965,579.0,24.4,2.8,2,18.88,True,False,False,False,1
49,-1.3128776622723966,-0.01968899853425658,169,120,72,0.4197739094766547,832.0,22.2,2.6,4,15.72,True,False,False,True,2
26,-0.1308929614710625,-0.5006277995509585,184,125,68,-1.3389445857303448,506.0,28.9,1.7,3,25.73,False,True,False,False,1
58,0.04834242348651625,0.22078040197409435,193,137,58,-0.5042985202083786,739.0,24.2,2.9,2,24.36,True,True,False,False,1
52,-1.3806964565806699,-0.01968899853425658,196,129,70,-0.9812391290780735,594.0,27.5,3.3,2,15.24,True,False,False,False,1
36,1.2739249206288834,2.1445356060409,189,147,73,0.2111123930961637,1075.0,20.9,2.5,3,25.23,True,False,False,True,1
33,2.102283051108506,-0.9014101337315416,166,130,55,0.032259664770027965,744.0,25.1,2.4,3,45.14,True,True,False,False,2
20,0.11131701820134196,0.060467468301860394,165,152,63,0.3899651214222988,1056.0,30.6,2.1,4,25.36,False,False,True,False,2
37,-0.11636036269071837,-0.6609407332231924,162,120,73,-0.4446809440996667,666.0,29.9,1.7,3,26.47,False,True,False,False,2
41,0.2517988064113361,-0.01968899853425658,172,132,62,0.032259664770027965,660.0,27.3,3.1,4,26.64,True,False,False,False,2
50,-1.114265478941025,-0.2601583990426075,162,156,60,0.1514948169874518,1012.0,23.8,3.0,2,17.72,True,False,False,False,1
41,0.4310341913689156,0.5414062693185623,185,139,61,1.2842287630529767,1163.0,14.7,3.5,4,25.75,True,False,False,False,3
28,1.6905260856654187,0.5414062693185623,183,120,68,0.2111123930961637,878.0,24.8,2.1,4,33.86,True,True,False,False,2
25,-1.1481748760951616,2.064379139204783,165,122,68,-0.3254457918822435,772.0,25.7,2.1,3,12.73,True,False,False,True,2
53,2.4946632181778012,-0.09984546537037356,171,137,70,-2.2033994393066667,353.0,28.3,3.1,2,34.29,True,False,True,False,1
55,0.29539660275236923,-0.5006277995509585,195,160,68,-0.5937248843714464,763.0,27.8,1.9,2,28.92,False,False,False,False,1
57,2.577014611266419,-0.7410972000593093,161,133,73,-0.891812764915006,632.0,20.8,2.1,2,47.72,True,False,False,True,1
37,-0.9204974952031013,-1.2220360010760094,170,150,62,0.1514948169874518,982.0,32.1,2.4,3,22.15,False,False,True,False,1
52,-1.2499030675575715,-1.4625054015843604,198,146,63,0.24092118115051966,880.0,29.8,1.9,3,20.16,False,False,False,False,2
42,1.1770409287599217,1.503283871351964,193,136,73,-0.7427688246432262,680.0,29.0,2.8,3,26.84,True,False,True,False,2
52,-0.5087405297600137,-1.4625054015843604,185,165,67,0.30053875725923157,1010.0,34.8,1.8,3,26.61,False,False,True,False,2
42,-0.058229967569341165,-0.2601583990426075,177,148,61,-0.5639160963170905,713.0,29.0,2.3,3,25.35,False,False,False,True,2
46,-0.7121969126848335,-0.18000193220649052,180,155,53,0.7774793661289262,1060.0,17.1,2.7,4,20.38,False,False,True,False,3
35,-1.1239538781279212,-0.9815666005676585,195,156,59,-0.6831512485345144,803.0,29.1,1.9,4,19.69,False,False,False,False,2
35,-0.45545433423208465,-1.0617230674037754,199,145,66,1.105376034726841,1182.0,16.6,2.7,5,25.39,False,False,False,True,3
19,-0.7170411122782817,0.3810933356463283,181,136,53,0.4197739094766547,952.0,32.8,2.7,2,18.77,False,True,False,False,1
52,1.530667499081632,-0.8212536668954246,189,141,61,0.30053875725923157,949.0,27.6,3.2,3,40.09,True,True,False,False,1
33,-1.3419428598330851,-1.7831312689288283,189,144,62,-1.0110479171324296,662.0,29.8,1.7,3,20.4,False,False,False,True,1
58,-0.40701233829760375,-0.7410972000593093,167,121,53,-0.4148721560453107,610.0,25.4,2.0,3,24.54,False,True,False,False,2
53,-0.8381461021144839,0.5414062693185623,193,141,59,0.7774793661289262,964.0,16.5,2.7,5,17.57,False,False,True,False,3
50,0.7943491608775223,-0.18000193220649052,168,124,74,-1.3389445857303448,497.0,22.9,2.7,2,31.14,True,False,False,False,1
21,-0.6589107171569045,-0.18000193220649052,179,123,52,2.118874828574943,1212.0,19.1,2.7,5,20.76,False,False,True,False,3
50,-1.0706676825999921,-0.09984546537037356,199,155,64,0.6582442139115023,1136.0,20.9,2.9,2,17.61,True,False,False,True,1
31,-0.5087405297600137,-0.6609407332231924,184,125,51,0.8370969422376381,962.0,19.0,2.7,4,23.46,False,False,False,False,3
38,0.8670121547792436,0.3810933356463283,178,140,74,-1.3687533737847006,616.0,26.7,3.4,2,29.21,True,False,False,True,1
37,-1.2063052712165385,-0.42047133271484144,164,132,74,0.032259664770027965,1009.0,27.3,3.0,2,17.46,True,False,False,True,1
25,-0.7654831082127627,-1.3021924679121264,170,156,66,0.27072996920487563,1053.0,29.3,1.6,3,23.75,False,False,False,True,2
24,-1.5308666439775607,0.22078040197409435,174,144,55,-1.2793270096216331,598.0,31.8,2.3,3,13.71,False,False,True,False,1
20,2.654521804761589,1.583440338188081,167,145,57,-1.8755027707087515,502.0,26.1,2.0,2,34.83,True,False,False,False,1
34,0.028965625112724307,-1.2220360010760094,178,158,52,0.6284354258571464,1161.0,32.7,2.4,3,30.1,False,False,False,False,1
50,0.7749723625037297,-0.3403148658787245,182,139,74,1.5823166435965363,1232.0,12.2,3.5,5,31.75,True,False,False,False,3
29,2.5334168149253866,2.224692072877017,186,152,67,0.30053875725923157,1137.0,24.7,3.1,4,31.48,True,False,True,False,2
39,1.5452000978619762,2.1445356060409,199,133,71,-1.3389445857303448,593.0,26.4,2.5,2,26.64,True,True,False,False,1
39,0.9590519470547576,-0.18000193220649052,191,155,50,-0.4744897321540226,938.0,21.1,2.5,4,32.32,True,False,True,False,2
47,0.41165739299512294,0.9421886034991471,185,136,65,0.3303475453135875,922.0,24.4,3.4,4,24.25,True,False,True,False,2
55,-1.487268847636528,-0.2601583990426075,186,140,56,-1.0706654932411415,567.0,34.7,2.4,2,15.02,False,False,False,True,1
55,2.654521804761589,-0.3403148658787245,178,165,52,-0.3850633679909554,923.0,20.4,2.6,4,45.49,True,False,False,False,2
25,1.8794498698098945,1.904066205532549,188,135,72,0.47939148558536665,1054.0,23.2,2.5,2,29.26,True,False,False,False,1
44,0.19851261088340744,0.5414062693185623,198,165,53,0.032259664770027965,1047.0,28.1,2.2,3,24.25,False,True,False,False,1
44,0.7604397637233855,2.1445356060409,192,135,58,0.4197739094766547,936.0,26.3,2.0,4,22.55,True,True,False,False,2
51,-0.15995815903175145,-1.3823489347482434,178,139,54,0.4197739094766547,876.0,26.1,1.6,3,29.26,False,False,False,True,1
38,-0.7025085134979373,-0.01968899853425658,196,148,68,-0.5639160963170905,792.0,31.3,1.7,3,19.98,False,False,False,False,2
47,-1.1481748760951616,-0.2601583990426075,178,147,64,0.6582442139115023,979.0,26.0,1.7,3,17.47,False,True,False,False,2
50,1.361120513310949,-0.09984546537037356,192,127,57,-2.1735906512523107,333.0,20.9,2.9,2,36.47,True,True,False,False,1
45,0.939675148680965,1.503283871351964,175,143,55,-0.6831512485345144,729.0,27.3,3.7,3,25.49,True,False,False,False,2
50,0.6683999714478722,-0.9815666005676585,182,122,67,-1.4581797379477686,465.0,23.2,3.1,2,34.14,True,False,True,False,1
22,-0.8962764972358608,-0.9014101337315416,166,144,68,1.0755672466724857,1166.0,19.9,2.7,4,21.26,False,True,False,False,3
36,2.4268444238695284,-0.2601583990426075,185,138,73,0.12168602893309584,987.0,20.4,2.1,4,43.31,True,False,False,False,2
21,-0.5959361224420795,-1.2220360010760094,191,152,64,2.029448464411875,1474.0,17.2,2.7,4,24.87,False,True,False,False,3
52,-0.06307416716278967,1.743753271860315,171,121,56,0.5986266378027905,874.0,21.1,2.9,3,19.21,True,False,False,True,2
34,-0.21324435455968016,-1.5426618684204774,167,134,59,0.032259664770027965,911.0,28.5,2.1,2,29.56,False,True,False,False,1
45,0.3777479958409869,-0.9014101337315416,164,141,55,-0.3552545799365995,796.0,30.0,2.2,4,31.4,True,False,False,False,2
47,0.5424507820182215,1.102501537171381,187,129,63,1.7611693719226722,1181.0,14.4,3.5,5,24.51,True,True,False,False,3
46,-0.8962764972358608,-0.01968899853425658,164,137,66,0.5092002736397226,970.0,20.5,3.6,3,18.62,True,False,False,True,2
23,-0.7073527130913854,-0.09984546537037356,185,141,58,1.2246111869442649,1177.0,17.8,2.7,5,18.62,False,False,False,True,3
52,-0.4215449370779479,-1.7029748020927113,164,165,68,1.70155179581396,1359.0,18.2,2.7,4,28.46,False,True,False,False,3
58,1.7486564807867961,0.22078040197409435,181,168,54,-0.7427688246432262,840.0,22.1,2.7,2,35.82,True,True,False,False,1
54,0.2324220080375442,1.4231274045158473,174,146,72,-1.3389445857303448,585.0,21.5,3.7,2,21.72,True,False,False,True,1
41,-0.16964655821864777,0.5414062693185623,172,132,56,0.4197739094766547,832.0,34.0,2.0,4,23.94,False,False,False,True,2
46,-0.5087405297600137,-0.09984546537037356,187,152,68,-0.7725776126975822,684.0,34.7,2.2,4,24.34,False,False,True,False,2
48,-0.51842892894691,-1.1418795342398924,192,124,69,2.148683616629299,1105.0,20.0,2.7,4,25.2,False,False,True,False,3
52,0.5812043787658061,0.14062393513797736,182,145,56,1.7313605838683161,1321.0,13.9,3.5,4,28.27,True,False,False,True,3
50,-0.353726142769675,-1.2220360010760094,192,132,73,-0.027357911338683948,742.0,31.6,1.6,2,26.9,False,True,False,False,1
38,-0.5959361224420795,1.984222672368666,177,146,51,0.3303475453135875,1100.0,23.5,2.8,3,15.8,True,False,False,False,1
49,-1.4291384525151507,-0.5807842663870754,189,133,74,-0.29563700382788755,694.0,26.7,1.8,4,16.2,False,True,False,False,2
40,-0.4748311326058773,-0.8212536668954246,185,143,72,0.12168602893309584,1022.0,20.8,3.4,2,24.31,True,True,False,False,1
50,-0.8817438984555167,-1.3823489347482434,175,122,65,1.7611693719226722,1016.0,18.5,2.7,4,23.06,False,False,True,False,3
20,0.05318662307996475,-1.1418795342398924,172,166,62,-0.6533424604801583,863.0,32.8,2.4,3,29.92,False,False,True,False,2
35,0.21304520966375157,-0.42047133271484144,198,168,57,-0.3850633679909554,949.0,33.3,2.5,4,27.97,False,False,True,False,2
42,-0.7800157069931067,-0.09984546537037356,192,149,55,-0.3552545799365995,764.0,34.1,2.4,2,20.62,False,False,False,True,1
59,-0.16964655821864777,0.060467468301860394,185,154,55,-0.6831512485345144,714.0,33.8,2.5,3,20.28,False,False,False,True,2
48,-0.22293275374657648,0.14062393513797736,160,167,58,0.6582442139115023,1223.0,30.0,2.3,3,22.79,True,True,False,False,2
20,0.10647281860789347,0.4612498024824453,197,133,53,0.47939148558536665,944.0,27.4,2.0,4,23.92,False,True,False,False,2
57,-0.16964655821864777,-0.09984546537037356,161,131,60,-1.696650042382616,407.0,32.6,2.3,3,28.49,False,False,False,False,1
41,-0.11636036269071837,-0.09984546537037356,165,147,54,0.47939148558536665,939.0,30.9,2.3,3,26.47,False,True,False,False,2
49,0.5521391812051178,-0.3403148658787245,197,163,74,1.6717430077596043,1468.0,11.3,3.5,4,30.12,True,True,False,False,3
39,-0.48451953179277324,-1.3021924679121264,183,148,66,-0.11678427550175181,903.0,34.8,2.4,2,26.13,False,False,True,False,1
40,-0.019476370821756586,1.743753271860315,177,162,69,-1.3389445857303448,722.0,29.0,2.4,2,19.45,True,False,True,False,1
19,-1.2256820695903312,-1.6228183352565944,186,136,56,-0.891812764915006,653.0,26.3,1.6,2,20.91,False,False,True,False,1
44,-1.492113047229976,0.4612498024824453,167,159,64,0.6880530019658584,1066.0,25.3,2.6,3,13.51,False,False,True,False,2
59,0.7023093686020083,0.3009368688102113,187,168,74,0.27072996920487563,1123.0,26.9,3.0,3,28.44,True,False,True,False,2
19,-0.058229967569341165,0.22078040197409435,169,140,64,-0.17640185161046373,840.0,31.0,1.7,4,23.64,False,False,False,False,2
43,-0.019476370821756586,1.2628144708436133,176,142,63,-0.2658282157735316,822.0,29.4,3.3,3,20.71,True,False,False,False,1
34,1.7874100775343806,1.102501537171381,188,139,62,0.47939148558536665,1086.0,22.3,3.6,2,31.94,True,False,False,False,1
57,-1.3322544606461888,0.3009368688102113,165,130,60,0.5390090616940786,842.0,25.8,1.7,3,14.88,False,False,True,False,2
50,0.8331027576251069,-0.09984546537037356,173,153,62,-0.5639160963170905,810.0,22.6,3.4,4,31.05,True,False,False,True,2
26,-0.6928201143110413,-0.09984546537037356,181,129,71,1.3140375511073328,1096.0,15.1,2.7,5,26.01,False,False,True,False,3
56,-1.3806964565806699,0.060467468301860394,165,129,73,-1.2793270096216331,482.0,25.4,2.6,3,15.07,False,False,True,False,1
46,-1.385540656174118,0.3810933356463283,185,162,58,0.6582442139115023,1187.0,29.1,3.6,3,14.36,True,False,False,False,2
59,0.765283963316834,-0.8212536668954246,198,125,59,0.5092002736397226,885.0,23.5,3.6,3,34.06,True,False,True,False,2
43,2.620612407607452,-0.2601583990426075,171,155,53,0.032259664770027965,875.0,24.1,2.9,3,44.71,True,False,False,False,2
52,-0.1308929614710625,-0.01968899853425658,194,143,66,0.1514948169874518,927.0,20.2,2.6,3,23.97,True,False,True,False,2
42,-1.182084273249298,-1.7831312689288283,173,131,63,-0.3254457918822435,678.0,27.7,1.5,3,21.87,False,True,False,False,2
41,-0.5474941265075987,0.5414062693185623,181,162,73,2.178492404683655,1451.0,19.0,2.7,5,19.44,False,False,False,True,3
30,-0.46029853382553315,1.182658004007498,182,142,67,-1.8456939826543957,500.0,26.2,2.1,2,18.33,True,False,False,True,1
24,-0.1890233565924397,0.22078040197409435,166,146,60,0.4495826975310107,1029.0,32.5,2.0,3,22.76,False,False,False,False,1
53,-0.8090809045537953,-1.0617230674037754,199,164,65,0.6880530019658584,1100.0,29.5,2.0,3,22.51,False,True,False,False,2
37,-0.9980046886982707,-0.09984546537037356,184,156,50,-0.3850633679909554,881.0,28.1,1.7,4,18.13,False,False,False,True,2
18,-0.043697368788997035,-1.3823489347482434,172,125,56,-1.249518221567277,525.0,29.8,2.0,3,30.26,False,False,False,False,1
25,0.14038221576203022,1.904066205532549,180,120,59,-1.7562676184913277,442.0,23.2,2.3,3,19.91,True,False,True,False,1
33,1.937580264931271,2.1445356060409,169,125,58,0.36015633336794284,949.0,28.4,3.4,2,28.69,True,False,True,False,1
31,-0.16964655821864777,-0.8212536668954246,168,169,74,0.8967145183463501,1318.0,16.5,2.7,4,23.81,False,True,False,False,3
29,1.0462475397368232,1.102501537171381,174,141,52,-1.8456939826543957,496.0,26.6,2.5,2,27.52,True,False,False,True,1
40,-1.0609792834130958,0.7818756698269131,161,160,71,-1.0706654932411415,792.0,21.4,3.0,3,15.61,True,False,True,False,1
32,1.5355116986750799,-0.42047133271484144,184,143,72,-2.0543554990348873,448.0,26.9,2.9,3,37.76,True,False,False,False,1
45,-0.16964655821864777,-0.3403148658787245,172,144,63,0.3303475453135875,888.0,34.1,1.6,3,25.23,False,False,True,False,1
51,0.21788940925719938,-1.7029748020927113,193,134,74,-1.0110479171324296,555.0,31.1,2.6,3,34.25,False,False,True,False,1
19,-1.114265478941025,-0.3403148658787245,193,145,64,-0.14659306355610777,877.0,30.6,2.1,3,17.93,False,False,False,True,2
49,-0.16480235862519926,1.3429709376797303,194,127,51,-1.6668412543282602,440.0,29.6,2.6,3,19.65,True,False,False,True,1
40,-0.5329615277272541,-1.5426618684204774,197,143,73,1.999639676357519,1380.0,18.1,2.7,5,26.74,False,False,False,False,3
39,-0.6298455195962159,-0.5807842663870754,162,167,63,-1.0110479171324296,768.0,27.6,1.7,3,22.26,False,True,False,False,1
42,0.1355380161685824,1.984222672368666,165,157,65,-0.3552545799365995,886.0,22.9,2.6,3,19.69,True,True,False,False,2
39,-0.4990521305731177,-0.09984546537037356,178,125,56,1.8505957360857392,1175.0,18.5,2.7,4,21.65,False,False,True,False,3
39,-0.24230955212036911,-0.6609407332231924,162,154,53,0.032259664770027965,1024.0,32.4,1.5,3,25.51,False,False,False,False,2
59,-0.16964655821864777,1.2628144708436133,177,161,67,0.12168602893309584,1036.0,23.0,2.6,4,34.89,True,True,False,False,2
23,1.6178630917636976,1.743753271860315,198,120,73,0.27072996920487563,891.0,23.5,2.9,2,28.43,True,True,False,False,1
32,-0.2568421509007132,1.583440338188081,168,165,54,0.47939148558536665,1289.0,29.9,3.5,2,18.53,True,False,True,False,1
54,-1.2499030675575715,-0.9815666005676585,171,155,55,-0.20621063966481967,830.0,26.0,2.3,4,18.67,False,False,False,False,2
50,-0.7364179106520741,0.5414062693185623,164,131,56,1.0159496705637738,943.0,17.0,2.7,4,18.23,False,True,False,False,3
25,0.03380982470617212,-0.09984546537037356,162,157,64,0.5092002736397226,1123.0,25.6,1.6,3,25.41,False,False,False,True,2
22,1.6081746925768012,0.7818756698269131,170,130,50,-0.7725776126975822,715.0,28.2,2.3,4,32.24,True,False,False,True,2
56,-0.16964655821864777,0.6215627361546793,189,131,73,0.0024508767156720085,817.0,20.9,2.7,4,38.73,True,False,True,False,2
21,-0.8914322976424127,-1.3823489347482434,163,161,53,0.3303475453135875,1103.0,31.7,1.7,4,22.98,False,False,True,False,2
23,-0.10667196350382206,-0.01968899853425658,164,169,74,-0.027357911338683948,1056.0,25.6,1.5,2,24.13,False,False,True,False,1
49,0.19851261088340744,-0.9014101337315416,160,158,50,-0.6831512485345144,806.0,26.7,3.4,3,29.98,True,False,True,False,2
47,0.7168419673823532,-0.9815666005676585,186,126,60,1.790978159977028,1160.0,14.2,3.5,5,34.53,True,True,False,False,3
52,1.5112907007078393,2.1445356060409,187,130,67,-0.9812391290780735,598.0,24.0,2.0,2,26.46,True,False,False,False,1
57,0.41650159258857145,-0.2601583990426075,188,155,63,-0.3254457918822435,882.0,25.2,3.4,4,28.78,True,False,True,False,2
33,-0.26168635049416106,0.22078040197409435,177,150,71,-1.2197094335129213,638.0,29.0,1.7,2,22.27,False,False,True,False,1
30,0.8621679551857958,2.1445356060409,171,152,60,0.3303475453135875,1145.0,23.0,3.7,3,23.08,True,True,False,False,2
59,-1.5260224443841124,-0.5807842663870754,172,132,59,-0.11678427550175181,725.0,33.0,2.2,2,15.46,False,False,True,False,1
47,-0.2374653525269206,0.3009368688102113,161,137,66,0.3303475453135875,845.0,27.7,2.4,3,22.18,False,False,True,False,2
36,-0.16964655821864777,0.14062393513797736,196,160,53,0.7178617900202143,1200.0,32.2,1.6,4,15.59,False,False,False,False,2
34,-0.16964655821864777,0.3009368688102113,175,143,73,-1.5774148901651923,574.0,22.1,3.5,3,29.7,True,False,False,True,1
36,-0.8429903017079318,1.823909738696432,183,128,64,-0.5042985202083786,767.0,22.5,3.4,4,14.78,True,False,True,False,2
45,-0.7364179106520741,-0.01968899853425658,194,150,65,0.1514948169874518,973.0,23.4,3.1,4,19.74,True,True,False,False,2
43,0.4504109897427082,1.823909738696432,181,160,70,1.9102133121944511,1505.0,12.9,3.5,5,21.8,True,False,False,False,3
54,-0.3246609452089861,0.14062393513797736,195,129,62,-0.0571666993930399,720.0,29.5,2.1,2,22.1,False,True,False,False,1
43,-0.353726142769675,1.0223450703352641,170,121,58,-0.23601942771917564,707.0,27.5,3.2,2,19.37,True,False,False,False,1
40,0.9687403462416533,1.663596805024198,188,157,60,0.36015633336794284,1192.0,22.1,2.0,3,25.13,True,False,False,False,1
26,-0.46029853382553315,-1.7831312689288283,194,134,60,1.999639676357519,1293.0,15.1,2.7,5,28.49,False,False,True,False,3
29,0.6344905742937355,-0.8212536668954246,174,122,55,0.7774793661289262,1020.0,13.9,3.5,4,33.04,True,False,True,False,3
18,-0.5620267252879427,-1.0617230674037754,190,162,50,-0.08697548744739586,996.0,33.2,2.2,4,24.52,False,False,True,False,2
18,-0.7509505094324181,-0.9014101337315416,175,150,71,1.9102133121944511,1425.0,15.3,2.7,4,22.41,False,False,False,True,3
51,-0.4215449370779479,-0.9815666005676585,169,125,55,0.6880530019658584,838.0,31.1,2.5,4,25.35,False,False,False,True,2
49,-0.20840015496623235,-0.8212536668954246,191,122,62,-0.3552545799365995,626.0,28.8,1.9,4,26.41,False,True,False,False,2
42,-1.4969572468234238,0.14062393513797736,161,130,71,-0.6533424604801583,608.0,32.9,1.6,3,14.1,False,False,True,False,1
57,-1.0755118821934402,-0.7410972000593093,183,134,73,-0.17640185161046373,724.0,33.7,2.0,4,19.35,False,False,False,True,2
18,-0.3004399472417456,-0.9815666005676585,182,164,71,-1.9649291348718194,492.0,33.5,2.4,3,26.33,False,False,True,False,1
33,-0.8720554992686204,-0.9014101337315416,161,147,54,1.5226990674878245,1301.0,18.9,2.7,4,21.45,False,False,False,True,3
56,2.504351617364698,1.102501537171381,197,129,64,-0.7725776126975822,639.0,22.7,2.2,3,36.22,True,False,False,True,2
22,1.3804973116847408,1.0223450703352641,190,157,67,0.6582442139115023,1278.0,28.1,2.4,4,29.83,True,False,False,False,2
39,-0.5668709248813909,0.3810933356463283,199,166,69,0.18130360504180776,1205.0,25.3,2.3,3,19.76,True,False,True,False,1
46,1.705058684445763,-0.6609407332231924,185,169,63,0.4197739094766547,1171.0,20.5,3.4,3,40.45,True,False,True,False,1
20,-1.0900444809737844,-1.1418795342398924,188,169,64,-2.263017015415379,422.0,29.6,1.6,2,20.47,False,False,False,True,1
29,0.392280594621331,2.1445356060409,162,126,54,0.5688178497484345,1005.0,29.4,3.2,2,20.63,True,False,True,False,1
43,-1.4969572468234238,-0.5006277995509585,173,134,53,-1.5774148901651923,440.0,33.9,1.9,2,15.5,False,False,False,True,1
33,0.3971247942147788,2.1445356060409,184,137,51,0.9861408825094179,1198.0,10.5,3.5,4,20.66,True,False,True,False,3
54,-0.9204974952031013,0.3009368688102113,160,137,56,0.06206845282438392,868.0,27.4,3.3,4,17.63,True,False,False,False,2
39,1.6517724889178342,1.2628144708436133,162,160,59,0.032259664770027965,634.0,28.1,3.6,2,30.47,True,False,True,False,1
46,-0.8090809045537953,-0.9815666005676585,185,143,65,-1.1302830693498533,566.0,27.7,1.6,3,22.23,False,False,False,False,1
31,0.2517988064113361,-0.09984546537037356,177,121,59,0.6880530019658584,992.0,24.7,2.5,4,26.95,True,True,False,False,2
45,-1.2305262691837788,-0.6609407332231924,168,159,67,-0.027357911338683948,894.0,32.1,2.5,4,17.92,False,False,True,False,2
22,-1.1094212793475766,-1.0617230674037754,197,139,66,0.032259664770027965,883.0,29.4,1.8,3,20.05,False,False,True,False,2
47,0.629646374700287,2.1445356060409,182,153,70,2.148683616629299,1500.0,10.6,3.5,4,21.87,True,False,True,False,3
22,1.0995337352647518,-0.7410972000593093,180,162,62,0.27072996920487563,1203.0,27.1,2.4,4,36.25,True,False,False,False,2
29,0.3486827982802979,2.064379139204783,160,145,50,1.164993610835553,1316.0,14.6,3.5,5,20.61,True,False,True,False,3
33,-0.7557947090258663,-1.5426618684204774,180,126,50,1.7313605838683161,1159.0,18.3,2.7,5,24.78,False,False,True,False,3
43,1.0801569368909598,1.0223450703352641,186,157,64,0.06206845282438392,995.0,27.7,3.4,2,28.02,True,False,False,True,1
43,-0.5862477232551832,-1.1418795342398924,165,149,50,1.790978159977028,1247.0,16.8,2.7,5,24.64,False,True,False,False,3
38,-1.5986854382858338,0.5414062693185623,195,161,55,-1.9053115587631075,499.0,26.8,2.7,2,12.67,False,False,False,False,1
